formatted_date,EWA,EWA_beta,const_beta,EWC,y_hat,e,q,sqrt_q,zScore,longsEntry,longsExit,shortsEntry,shortsExit
2007-12-17,15.57547664642334,1.460286736313993,0.3256400975610012,23.624868392944336,23.070302056101358,0.5545663368429778,0.025421086462852637,0.15943991489853673,1.066638928805733,False,True,True,False
2007-12-18,15.650152206420898,1.4733554574573522,0.3308280314837207,23.602020263671875,23.389065194852172,0.21295506881970283,0.025808381467925162,0.16064987229352273,-0.29143349940144486,False,True,True,False
2007-12-19,15.57547664642334,1.4874577875877368,0.3349600055391617,23.731449127197266,23.502824038652488,0.2286250885447778,0.025732398331831993,0.16041321121351568,-0.7681110868240332,False,True,True,False
2007-12-20,15.590537071228027,1.4970634411261754,0.33655370473025303,23.830425262451172,23.67657678158809,0.15384848086308267,0.02579542198868466,0.1606095326831028,-0.7386722702458806,False,True,False,False
2007-12-21,16.02004623413086,1.4974939050722667,0.33645552885941604,24.332918167114258,24.326377123446296,0.006541043667962043,0.02648135976804203,0.16273094287209802,-1.4220918224373007,False,True,False,False
2007-12-24,16.176231384277344,1.5032655239938597,0.3352765068220876,24.740642547607422,24.652447454953688,0.08819509265373426,0.02655285342680297,0.16295046310705277,-0.32895155132239284,False,True,False,False
2007-12-26,16.19296646118164,1.5081842124595999,0.33486551576299944,24.833133697509766,24.756841885404945,0.07629181210482017,0.026473441384531088,0.16270661137314332,-0.08165124802012631,False,True,False,False
2007-12-27,16.086978912353516,1.515088498262264,0.3353815918486396,24.817712783813477,24.70857831374304,0.10913447007043686,0.026277581330996055,0.16210361294862016,0.8793700008180243,False,True,False,False
2007-12-28,16.243165969848633,1.5193363717113835,0.3351447581034888,25.07976722717285,25.013977607839127,0.0657896193337244,0.026552289639457858,0.162948733163096,-1.025103994534088,False,True,False,False
2007-12-31,16.07582664489746,1.5192219470638446,0.3351288784882427,24.756057739257812,24.757877534610195,-0.001819795352382414,0.02624186156736485,0.16199339976482022,-1.377216900658053,False,False,False,True
2008-01-02,16.05351448059082,1.5269653712679654,0.33604371857385656,24.971860885620117,24.84920441758488,0.12265646803523822,0.026258949860959196,0.16204613497692316,0.8694752381471892,False,True,False,False
2008-01-03,16.13160514831543,1.5304653691536123,0.33613635024507293,25.07976722717285,25.02499937860196,0.05476784857089001,0.026400949951633456,0.16248369134049565,-0.10939068052934596,False,True,False,False
2008-01-04,15.668632507324219,1.53472199985024,0.33800852107047696,24.455469131469727,24.385003537629583,0.07046559384014373,0.02565874357591719,0.1601834684851005,0.17464598990065539,False,True,False,False
2008-01-07,15.629583358764648,1.527985373290453,0.3360969865223826,24.108638763427734,24.217871749338634,-0.10923298591090003,0.025765428045750254,0.1605161301731083,-1.4357468980048251,False,False,False,True
2008-01-08,15.490135192871094,1.5266576120502167,0.33570379846929566,23.96219825744629,23.983836602352902,-0.021638344906612872,0.02560212682774906,0.16000664619867844,-0.24556985919762572,False,False,False,True
2008-01-09,15.685368537902832,1.5184452433267508,0.33559469186824537,24.023855209350586,24.15296793807387,-0.12911272872328539,0.02598163122350332,0.16118818574418947,-0.8943358662759866,False,False,False,True
2008-01-10,15.91964054107666,1.5061025656524003,0.3375039103550732,24.12405014038086,24.314115373534598,-0.1900652331537387,0.026293550981320014,0.16215286300685539,-1.113255941062469,True,False,False,True
2008-01-11,15.43435287475586,1.5109044930278037,0.33931012174429365,23.738685607910156,23.65914322718952,0.07954238072063546,0.025417623116688663,0.15942905355263406,1.2167300131935184,False,True,False,False
2008-01-14,15.69652271270752,1.5074481076715973,0.33933365108798086,23.9467830657959,24.001027111383177,-0.05424404558727858,0.02599669420395815,0.16123490380174557,0.16552507584605675,False,False,False,True
2008-01-15,15.060626983642578,1.5152905287782088,0.3441385990346334,23.299362182617188,23.165364024809755,0.13399815780743296,0.0249216826675054,0.157866027591453,0.9768803483270235,False,True,False,False
2008-01-16,14.859817504882812,1.509295366086478,0.34092528606308165,22.6673583984375,22.768778987073443,-0.10142058863594272,0.024823016647840247,0.15755321846233497,-1.0481608337633974,False,False,False,True
2008-01-17,14.341059684753418,1.5100996222022784,0.3415995913161071,22.012235641479492,21.99802840324257,0.014207238236920716,0.024108067763058717,0.15526772930347993,0.1571667887346105,False,True,False,False
2008-01-18,14.55302619934082,1.4995682172313316,0.3389303576469003,21.989112854003906,22.162185910713276,-0.17307305670937012,0.024697591744170817,0.15715467458580676,-1.0506991981448957,True,False,False,True
2008-01-22,13.866930961608887,1.5216832164320346,0.35869941801818056,21.85808753967285,21.459775525720158,0.3983120139526939,0.0235206636478063,0.1533644797461469,1.4294135965292212,False,True,True,False
2008-01-23,13.889245986938477,1.5403579985842941,0.36763366671624487,22.081602096557617,21.762044817001737,0.3195572795558803,0.023820760845987218,0.15433975782664433,0.6751117684415883,False,True,True,False
2008-01-24,14.474939346313477,1.5448781435710173,0.36637781934434616,22.798377990722656,22.728395244980184,0.06998274574247176,0.024917346112812603,0.15785229207335763,-0.3233008189036526,False,True,False,False
2008-01-25,14.943490028381348,1.5242324042725794,0.3772876829070608,22.844627380371094,23.154639417090078,-0.3100120367189838,0.025489711133194082,0.15965497528481248,-1.3476132797404394,True,False,False,True
2008-01-28,15.200078964233398,1.4992299829474542,0.3889955172999278,22.798377990722656,23.177409643647525,-0.3790316529248692,0.025642050962873843,0.16013135533952694,-0.9250008533991371,True,False,False,True
2008-01-29,14.982532501220703,1.5129130390265395,0.38872493816949727,23.276243209838867,23.05599371690521,0.22024949293365736,0.025087425885397828,0.15839010665252368,1.1008492817089475,False,True,True,False
2008-01-30,14.614389419555664,1.538505498236464,0.39840103616679073,23.314781188964844,22.882719511521987,0.4320616774428565,0.024517711856449107,0.15658132665311375,1.109343847201225,False,True,True,False
2008-01-31,14.993692398071289,1.534306039422254,0.3989335004188699,23.33789825439453,23.40384630001919,-0.06594804562465839,0.025315491221313432,0.15910842599093686,-0.3342710954626113,False,False,False,True
2008-02-01,15.858281135559082,1.5037961834140419,0.42168105568550895,23.831172943115234,24.269303702846152,-0.4381307597309174,0.026638209603005926,0.1632121613207972,-1.2610178638966552,True,False,False,True
2008-02-04,15.490135192871094,1.494699375394429,0.4220795264720318,23.430389404296875,23.57517492403172,-0.144785519734846,0.025625548816902814,0.16007982014264888,-0.25053251642686897,False,False,False,True
2008-02-05,14.759415626525879,1.5084862549011044,0.4320253838237752,22.937116622924805,22.696400986810634,0.2407156361141709,0.0244980938345203,0.15651866928427516,1.2283857259130873,False,True,True,False
2008-02-06,14.653430938720703,1.5228876379725322,0.43932810015803947,22.998781204223633,22.754856930620036,0.24392427360359648,0.024615926653795146,0.15689463551630803,0.8120643110907504,False,True,True,False
2008-02-07,14.642278671264648,1.5243186666169501,0.43976527035673296,22.78296661376953,22.759263970772672,0.023702642996859424,0.024718240355036794,0.15722035604538234,-0.35755724733860406,False,True,False,False
2008-02-08,14.631121635437012,1.5374617975735585,0.4424286937642038,23.152923583984375,22.937219263900573,0.2157043200838018,0.02473728746898004,0.15728091896024782,0.3284391517782496,False,True,True,False
2008-02-11,14.714789390563965,1.5480075542115477,0.4430344739138085,23.3918514251709,23.221639609138762,0.1702118160321362,0.02489358766335208,0.1577770188061369,0.0696903128574551,False,True,True,False
2008-02-12,14.915596961975098,1.5418913226928839,0.4438048464456562,23.345609664916992,23.4420343748994,-0.09642470998240782,0.025201655106785046,0.15875029167464558,-1.2269481666961883,False,False,False,True
